,"wiki.url","wiki.summary","img_url","img_fn","img_status","img_list",
"Bethanga","https://en.wikipedia.org/wiki/Bethanga,_Victoria","Bethanga is a town in north-eastern Victoria, Australia in the Shire of Towong local government area, 390 kilometres (242 mi) from the state capital, Melbourne. At the 2006 census, Bethanga had a population of 589 and gives its name to the Bethanga Bridge.","https://upload.wikimedia.org/wikipedia/commons/d/d4/BethangaGeneralStore.JPG","Bethanga.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/d4/BethangaGeneralStore.JPG', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Bethanga_August_2012.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/BethangaSoldiersMemorialHall.JPG', 'https://upload.wikimedia.org/wikipedia/commons/8/89/BethangaPrimarySchool.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/BethangaCourtHouseHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Australia_Victoria_Towong_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Corryong","https://en.wikipedia.org/wiki/Corryong","Corryong is a small town in Victoria, Australia 120 kilometres (75 mi) east of Albury-Wodonga, near the upper reaches of the Murray River and close to the New South Wales border. At the 2006 Census in Australia, Corryong had a population of 1,228.","https://upload.wikimedia.org/wikipedia/commons/a/a8/Jack_Riley_grave_Man_From_Snowy_River.JPG","Corryong.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/a/a8/Jack_Riley_grave_Man_From_Snowy_River.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/CorryongMainStreet.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Australia_Victoria_Towong_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']",
"Cudgewa","https://en.wikipedia.org/wiki/Cudgewa,_Victoria","Cudgewa is a small town in the Australian state of Victoria. The town is located adjacent to the Murray Valley Highway, 429 kilometres (267 mi) north east of the state capital, Melbourne. Part of the Shire of Towong local government area, at the 2006 census Cudgewa and the surrounding district had a population of 237.
Burrowa-Pine Mountain National Park and Mount Mitta Mitta Regional Park are close to the town.","https://upload.wikimedia.org/wikipedia/commons/a/aa/CudgewaMainStreet.JPG","Cudgewa.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/a/aa/CudgewaMainStreet.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/3/30/Australia_Victoria_Towong_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Cheshunt","https://en.wikipedia.org/wiki/Cheshunt,_Victoria","Cheshunt is a small rural village situated in the Upper King Valley in north-east Victoria, Australia. It is located about 50 km from Wangaratta and is close to the Alpine National Park. At the 2011 census, Cheshunt and the surrounding area had a population of 256.
Cheshunt Post Office opened on 2 August 1886.
The Cheshunt post office now operates out of the general store/ takeaway food shop. 
Golfers play at the course of the Whitfield and District Golf Club.
Following the closure of the small local primary school sometime in the 70's/80's, primary aged children must now travel to the Whitfield Primary school a short distance up the road.
Cheshunt also has a local public/ memorial hall and several wineries in the immediate area.  
A popular local recreational and fishing area is Lake William Hovel further up the valley","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Cheshunt.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Wangaratta_Rural_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Eldorado","https://en.wikipedia.org/wiki/Eldorado,_Victoria","Eldorado, or El Dorado, is a small town in the north-east of Victoria, Australia. At the 2006 census, Eldorado had a population of 287.","https://upload.wikimedia.org/wikipedia/commons/5/59/Eldorado_Victoria_aerial.jpg","Eldorado.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/5/59/Eldorado_Victoria_aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/EldoradoMainStreet.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/04/EldoradoTownEntrySign.JPG', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/EldoradoStreet.JPG', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/EldoradoSoldiersMemorialBusShelter.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Eldorado_Dredge_panorama.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/EldoradoGoldDredge.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Wangaratta_Rural_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Everton","https://en.wikipedia.org/wiki/Everton,_Victoria","Everton is a small town located 20 kilometres (12 mi) from Wangaratta in northeast Victoria, along the Great Alpine Road. At the 2011 census, Everton and the surrounding area had a population of 341.
Attractions of the town and area include the Murray to the Mountains Rail Trail (a sealed off-road bicycle path offering 95 kilometres (59 mi) of cycling along former railway tracks), wineries, and the Victorian High Country.
Everton Post Office opened in 1876 and closed in 1965. An earlier Everton office opened on 8 May 1873, was renamed Everton Station in 1876, Everton Rail around 1909, Everton Upper in 1922 and also closed in 1965.","https://upload.wikimedia.org/wikipedia/commons/d/db/EvertonHotel.JPG","Everton.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/db/EvertonHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Wangaratta_Rural_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Glenrowan","https://en.wikipedia.org/wiki/Glenrowan,_Victoria","Glenrowan is a small town located in the Wangaratta local government area of Victoria, Australia. It is 236 kilometres north-east of Melbourne and 14 kilometres from Wangaratta and near the Warby Ranges and Mount Glenrowan. At the 2011 census, Glenrowan had a population of 963.","https://upload.wikimedia.org/wikipedia/commons/1/1e/Glenrowan.JPG","Glenrowan.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1e/Glenrowan.JPG', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Yarra_Valley%2C_vineyards_at_Yarra_Yering.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Glenrowan-aerial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/12/Australia_Victoria_Wangaratta_Rural_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Allansford","https://en.wikipedia.org/wiki/Allansford,_Victoria","Allansford is a town in the Western District of Victoria, Australia. It is in the City of Warrnambool local government area. The Hopkins River flows through the town.
Warrnambool Cheese and Butter is based in Allansford.","https://upload.wikimedia.org/wikipedia/commons/9/9e/AllansfordJunctionHotel.JPG","Allansford.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/9/9e/AllansfordJunctionHotel.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Warrnambool_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Bushfield","https://en.wikipedia.org/wiki/Bushfield,_Victoria","Bushfield is a town in Australia. The town is located 10 kilometres (6 mi) north of Warrnambool, Victoria. It is joined with the nearby Woodford to make Woodford-Bushfield. At the 2006 census, the population of the combined area was 479.
Bushfield Post Office opened on 16 February 1885 and closed in 1974.
The Bushfield Oval is popular during the New Year's Eve celebrations. The other place of interest is a former milk bar that was taken down in 2002. This milk bar provided lunch orders for students at Woodford Primary School.","https://upload.wikimedia.org/wikipedia/commons/6/60/Bushfield_War_Memorial.JPG","Bushfield.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/6/60/Bushfield_War_Memorial.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Warrnambool_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Dennington","https://en.wikipedia.org/wiki/Dennington,_Victoria","Dennington is a town in the Western District of Victoria, Australia. The town is located in the City of Warrnambool local government area, 270 kilometres (170 mi) south west of the state capital, Melbourne and 5 kilometres (3.1 mi) north west of the regional centre of Warrnambool. At the 2011 census, Dennington had a population of 1,557.
The town is home to a large bulk milk powder plant operated by New Zealand dairy co-operative. its tge birthplace of Extreme Tyson Collins, Fonterra. When opened by Nestlé in 1911, it was the world's largest condensed milk plant.

","https://upload.wikimedia.org/wikipedia/commons/d/d1/DenningtonFonterraPlant.JPG","Dennington.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/d1/DenningtonFonterraPlant.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Warrnambool_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Warrnambool","https://en.wikipedia.org/wiki/Bushfield,_Victoria","Bushfield is a town in Australia. The town is located 10 kilometres (6 mi) north of Warrnambool, Victoria. It is joined with the nearby Woodford to make Woodford-Bushfield. At the 2006 census, the population of the combined area was 479.
Bushfield Post Office opened on 16 February 1885 and closed in 1974.
The Bushfield Oval is popular during the New Year's Eve celebrations. The other place of interest is a former milk bar that was taken down in 2002. This milk bar provided lunch orders for students at Woodford Primary School.","https://upload.wikimedia.org/wikipedia/commons/6/60/Bushfield_War_Memorial.JPG","Warrnambool.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/6/60/Bushfield_War_Memorial.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Australia_Victoria_Warrnambool_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Alberton","https://en.wikipedia.org/wiki/Alberton,_Victoria","Alberton is a small town in Victoria, Australia. It is located along the South Gippsland Highway, 6 kilometres south of Yarram and 216 kilometres east of Melbourne. Albert River passes through the town. At the 2006 census, Alberton had a population of 162.
The township was surveyed in 1842 and named after Prince Albert, the husband of Queen Victoria. Initially the township consisted of two settlements, one named Alberton and the other named Victoria, which were separated by Victoria Street (renamed Brewery Road in 1847).
Alberton Post Office opened on 10 January 1856. An earlier Alberton office opened in 1842 was renamed Port Albert some days earlier.
The town's population grew steadily. Stores, hotels, and churches were built, as well as the Police Magistrate and Court of Petty Sessions. By the 1880s the town's growth stagnated. The announcement of new railway line increased growth, with new houses and factories being built. Shire Offices were planned for the town, but in 1897 the location was changed to nearby Yarram. This led to many businesses moving to Yarram, and by 1921 the railway had been extended there.
Today, Alberton is a small cattle grazing community. There is also a primary school which was built in 1858 and celebrated its 150th birthday in 2008. The Victoria Hotel, built in 1890, still stands.","https://upload.wikimedia.org/wikipedia/commons/5/5b/Australia_Victoria_Wellington_Shire_location_map.svg","Alberton.svg","Done","['https://upload.wikimedia.org/wikipedia/commons/5/5b/Australia_Victoria_Wellington_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Alberton West","https://en.wikipedia.org/wiki/Alberton_West,_Victoria","Alberton West is a small town in Victoria, Australia. It is considered to be within the district of the larger town of Yarram.
Alberton West Post Office opened on 15 October 1887 and closed in 1967.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Alberton West.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Australia_Victoria_Wellington_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Boisdale","https://en.wikipedia.org/wiki/Boisdale,_Victoria","Boisdale is a town in Victoria, Australia, located on Briagolong Road, north of Maffra, in the Shire of Wellington. At the 2006 census, Boisdale and the surrounding area had a population of 603.
It is a small town in the heart of Gippsland's dairying distinct. Boisdale includes not only the town itself, but the area surrounding the town, comprising mostly dairy and vegetable farms.
It is situated approximately 9 km north of the larger town of Maffra. Boisdale is 251 kilometres (156 mi) east of Australia's second largest city, Melbourne, the capital of Victoria.
Boisdale was the run of pioneer grazier Lachlan Macalister and was named after the village on the island of South Uist in the Outer Hebrides, Scotland. Boisdale Post Office opened on 24 September 1889.
Boisdale has a primary school, Boisdale Consolidated School, a local post office/ general store, mechanic, sporting facilities and the town's pride and joy, The Boisdale Hall, dating back over a century in age.
The town in conjunction with neighbouring township Briagolong has an Australian Rules football team Boisdale-Briagolong competing in the North Gippsland Football League.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Boisdale.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Australia_Victoria_Wellington_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Briagolong","https://en.wikipedia.org/wiki/Briagolong,_Victoria","Briagolong is a town in the Australian state of Victoria, located 20 kilometres north of Maffra and some 270 kilometres east of Melbourne, in the Shire of Wellington region of Gippsland. At the 2006 census, Briagolong had a population of 937.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Briagolong.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Australia_Victoria_Wellington_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Apsley","https://en.wikipedia.org/wiki/Apsley,_Victoria","Apsley is a small town in Victoria, Australia. It is on the Wimmera Highway, in the Shire of West Wimmera, 420 kilometres north-west of Melbourne, and 7 kilometres east of the South Australian border. The town is named after Apsley House in London. It was surveyed in 1851 and proclaimed in 1852, a Post Office opening on 1 January 1854  replacing that of Lake Wallace (open since 1 March 1849 nearer what is now Edenhope serving the grazing population.
The population at the 2011 census was 324. The town is close to Lake Bringalbert and Newlands Lake, and the Saint Gregory's Vineyard, which specialises in port wine.
Apsley had a football club that competed in the Kowree Naracoorte Football League from 1937. Later this would become the Kowree Naracoorte Tatiara Football League where Apsley competed until 1999, when they merged with Edenhope. Since 2007 Edenhope Apsley have played in the Horsham & District Football League. Apsley's best known footballer was Reg Burgess, who played for the Essendon Football Club
A large Red-flowering Gum on Wallace Street is listed on the National Trust of Australia's Significant Tree Register for Victoria.
Golfers play at the Apsley Golf Club on the Wimmera Highway.
In 2014, 12 farm families banded together to buy the pub. The Border Inn Hotel has completed an extensive renovation, and has a small attached general store for the town, which has recently opened.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Apsley.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Australia_Victoria_West_Wimmera_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Edenhope","https://en.wikipedia.org/wiki/Edenhope,_Victoria","Edenhope is a town in Victoria, Australia. It is located on the Wimmera Highway, 30 kilometres from the South Australian border, in the Shire of West Wimmera local government area. At the 2011 census Edenhope had a population of 976.
The township of Edenhope was established some years later than nearby Apsley, the Post Office opening on 16 July 1864.
The town sits on the shores of Lake Wallace, which is home to abundant waterbirds, and is a popular fishing and water sports destination. Lake Wallace is now filling again after the Australian drought, and the waterbird population is slowly increasing. On Lake Street in the grounds of the Secondary College, there is a cairn commemorating the first all-Aboriginal cricket team to go to England.
Edenhope has a horse racing club, the Edenhope Racing Club, which holds the Edenhope Cup meeting on the Labour Day weekend in March. The Apsley Racing Club also hold their Cup meeting there in April.
Golfers play at the course of the Edenhope Golf Club on Laidlaw Avenue.
Edenhope hosts Henley on Lake Wallace on the second Saturday in February.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Edenhope.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Australia_Victoria_West_Wimmera_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Goroke","https://en.wikipedia.org/wiki/Goroke,_Victoria","Goroke (/ɡoʊrˈoʊk/ gur-OHK) is a town in the Wimmera region of Victoria. The town is located in the Shire of West Wimmera local government area, 370 kilometres (230 mi) north west of the state capital, Melbourne. At the 2011 census, Goroke had a population of 623.","https://upload.wikimedia.org/wikipedia/commons/d/dc/Goroke_Town_hall.jpg","Goroke.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/d/dc/Goroke_Town_hall.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/Goroke_memorial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Goroke_Main_street.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Australia_Victoria_West_Wimmera_Shire_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Gymbowen","https://en.wikipedia.org/wiki/Gymbowen,_Victoria","Gymbowen is a township in the Shire of West Wimmera of Victoria, Australia.","https://upload.wikimedia.org/wikipedia/commons/7/77/Gymbowen_General_Store.JPG","Gymbowen.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/7/77/Gymbowen_General_Store.JPG', 'https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Australia_Victoria_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Mitcham","https://en.wikipedia.org/wiki/Mitcham,_Victoria","Mitcham is a suburb of Melbourne, Victoria, Australia, 21 km east from Melbourne's Central Business District. Its local government area is the City of Whitehorse. At the 2011 Census, Mitcham had a population of 14,811. 

Mitcham was named after Mitcham Grove, a farm property owned by William Slater, who grew roses and herbs for perfumes and remedies.[2] From its settlement in the 1860s, the Mitcham area was generally used for orchards, brickmaking and pottery. Mitcham Post Office opened on 1 June 1884.

A Heatherdale Post Office opened in 1948 and closed in 1971. The Mitcham North Post Office opened in 1960.[3]

However, since the 1950s post war expansion, Mitcham has become a suburban area.","https://upload.wikimedia.org/wikipedia/commons/a/ab/Ringwood_Mulu,_Mulum_Creek1.JPG","Mitcham.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png']",
"Blackburn","https://en.wikipedia.org/wiki/Blackburn,_Victoria","Blackburn is a suburb of Melbourne, Victoria, Australia, 17 kilometres (11 mi) east of Melbourne's Central Business District.[2] Its local government area is the City of Whitehorse. At the 2011 Census, Blackburn had a population of 12,796.

The origin of the name Blackburn is not certain, but may have been after an early settler or James Blackburn, who designed Yan Yean Reservoir. It lies within the City of Whitehorse, in Melbourne's eastern suburbs.

Blackburn is bounded in the west by Middleborough Road, in the north by Springfield Road, in the east by an irregular line along streets to the east of Blackburn Lake Sanctuary and in the south by Canterbury Road.","https://upload.wikimedia.org/wikipedia/en/7/72/BlackburnLakeVicAU.JPG","Blackburn.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Box Hill","https://en.wikipedia.org/wiki/Box_Hill,_Victoria","Box Hill is a suburb of Melbourne, Victoria, Australia, 14 kilometres (8.7 mi) east of Melbourne's Central Business District.[2] in the local government area of the City of Whitehorse. At the 2011 Census, Box Hill had a population of 9,672.

Once a large independent city, Box Hill was absorbed into Melbourne as part of the eastward expansion of the metropolis in the late 1950s. As a result, it once had its own large historic Central Business District, its own municipality in the former City of Box Hill and its own suburbs.

Box Hill is a major hub in Melbourne’s eastern suburbs. Significant development is underway in the Box Hill CBD, with a 33-storey skyscraper due to be completed in the coming years.

Box Hill is notable for its significant population of people of Asian birth or descent, particularly Chinese. A large number of Asian restaurants and retailers in its shopping district contribute to the visibility of this aspect of the suburb's demographics.

Box Hill is also a major transport hub for Melbourne’s eastern suburbs, with a substantial train station, the 109 tram line, and numerous bus lines servicing the suburb.","https://upload.wikimedia.org/wikipedia/commons/1/18/Box_Hill_White_Horse.jpg","Box Hill.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Vermont South","https://en.wikipedia.org/wiki/Vermont_South,_Victoria","Vermont South is a suburb of Melbourne, Victoria, Australia, 20 km east of Melbourne's Central Business District. Its local government area is the City of Whitehorse. At the 2011 census, Vermont South had a population of 11,416.
The eastern boundary of Vermont South is the Dandenong Creek, which flows from the Dandenong Ranges, through to Port Phillip. The suburb was mostly developed in the late 1970s and early 1980s, after developers bought the apple orchards in the area.","https://upload.wikimedia.org/wikipedia/commons/3/34/Neighbours_Pinoak_Court.jpg","Vermont South.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/3/34/Neighbours_Pinoak_Court.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Bundoora","https://en.wikipedia.org/wiki/Bundoora,_Victoria","Bundoora is a suburb of Melbourne, Victoria, Australia, 16 km north from Melbourne's Central Business District. Its local government areas are the Cities of Banyule, Darebin and Whittlesea. At the 2011 Census, Bundoora had a population of 25,709.
Bundoora is the headquarters of La Trobe University, Bundoora Campus. Royal Melbourne Institute of Technology (RMIT) also has a campus situated in Bundoora.
The word Bundoora is derived from ""Kelbundoora"", the name of a 19th-century Wurundjeri tribesman.","https://upload.wikimedia.org/wikipedia/commons/a/a3/Health_Sciences_Building_and_Charles_La_Trobe_Statue_at_La_Trobe_University.jpg","Bundoora.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/a/a3/Health_Sciences_Building_and_Charles_La_Trobe_Statue_at_La_Trobe_University.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/BundooraHomestead.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']",
"Lalor","https://en.wikipedia.org/wiki/Lalor,_Victoria","Lalor is a suburb of Melbourne, Victoria, Australia, 18 kilometres (11 mi) north of Melbourne's central business district in the local government area of the City of Whittlesea. At the 2011 Census, Lalor had a population of 19,873.
Lalor was named in honour of Peter Lalor, a leader of the Eureka Stockade rebellion and later member of the Victorian parliament. The suburb was originally pronounced /ˈlɔːlər/ (locally [ˈloːlə]), after Peter Lalor, and although some people still pronounce it as such, in recent times the pronunciation /ˈleɪlɔːr/ or /-lər/ (locally [ˈlæɪloː, -lə]) has become predominant, whilst the Federal electorate of Lalor is still predominantly pronounced /ˈlɔːlər/, locally [ˈloːlə].
The eastern and western borders of Lalor are defined by Darebin Creek and Merri Creek respectively.","https://upload.wikimedia.org/wikipedia/commons/b/b6/Lalor.shops.viewed.from.mann%27s.road.crossing.jpg","Lalor.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/b/b6/Lalor.shops.viewed.from.mann%27s.road.crossing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Lalor.library.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Epping","https://en.wikipedia.org/wiki/Epping,_Victoria","Epping is a suburb of Melbourne, Victoria, Australia, 26 km north of Melbourne's Central Business District. Its local government area is the City of Whittlesea. Epping had a population of 32,200 with a growth rate of 9.1%.","https://upload.wikimedia.org/wikipedia/commons/3/33/The_Northern_Hospital_Epping.jpg","Epping.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/3/33/The_Northern_Hospital_Epping.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/NMIT_Green_skills_centre_on_Epping_Campus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
"Mernda","https://en.wikipedia.org/wiki/Mernda","Mernda is a suburb of Melbourne, Victoria, Australia, 27 km north-east of Melbourne's central business district. Its local government area is the City of Whittlesea. At the 2011 Census, Mernda had a population of 6,508.","https://upload.wikimedia.org/wikipedia/commons/9/94/Mernda_Villages_Community_Centre.jpg","Mernda.jpg","Done","['https://upload.wikimedia.org/wikipedia/commons/9/94/Mernda_Villages_Community_Centre.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Mernda_Villages_Shopping.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f9/Mernda_Bridge_Inn_Hotel_005.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Australia_Victoria_metropolitan_Melbourne_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",
"Bandiana","https://en.wikipedia.org/wiki/Bandiana,_Victoria","Bandiana is a bounded rural locality of the City of Wodonga local government area in northeast Victoria, Australia. At the 2006 census, Bandiana and had a population of 114, mainly based at the military camp.","https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png","Bandiana.png","Done","['https://upload.wikimedia.org/wikipedia/commons/f/ff/VIC_in_Australia_map.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Australia_Victoria_Wodonga_City_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/0/0c/Red_pog.svg']",
